SKU,Parent SKU,UPC,tax:product_type,post_status,Product Title,Short Description,Description,tax:product_cat,availability,moq,MAP,regular_price,attribute:pa_outdoor-use,attribute:pa_color,attribute_data:pa_color,attribute_default:pa_color,meta:attribute_pa_color,attribute:pa_application,attribute:pa_arms,attribute:pa_base-legs,attribute:pa_structure-material,attribute:pa_upholstery-material,Product Width,Product Depth,Product Height,Product Weight,attribute:pa_assembly,attribute:pa_warranty,attribute:pa_country-of-origin,attribute:pa_style,attribute:pa_care-instructions,attribute:pa_weight-capacity,tax:pwb-brand,Images
501.STOR4WNN,,,simple,publish,"Silla TORRE-4P-WNN, madera, polipropileno y cojín negro*","FICHA TÉCNICA: -Silla de diseño multiusos. -Carcasa de polipropileno de color negro. -Asiento con cojín de similpiel negro -Base de 4 patas de madera maciza de haya -Otros colores disponibles DIMENSIONES : Ancho:48,5 cms Fondo: 42 cms Altura: 82,5 cms. EMBALAJE: Plástico y cartón. UNIDADES: 4 VOLUMEN: 0,17 m3 ",,Sillas de madera y plástico,PRECIO destacado CON STOCK,4,25,,,negro,,,,,,,,,"48,5 ",42,82,,Si,2 years,China,,,,SDM,https://www.gruposdm.com/885-large_default/silla-torre-4p-wnn-madera-polipropileno-y-cojin-negro.jpg|https://www.gruposdm.com/885-medium_default/silla-torre-4p-wnn-madera-polipropileno-y-cojin-negro.jpg|https://www.gruposdm.com/2437-medium_default/silla-torre-4p-wnn-madera-polipropileno-y-cojin-negro.jpg|https://www.gruposdm.com/2585-medium_default/silla-torre-4p-wnn-madera-polipropileno-y-cojin-negro.jpg|https://www.gruposdm.com/2840-medium_default/silla-torre-4p-wnn-madera-polipropileno-y-cojin-negro.jpg
501.STOR4WRR,,,simple,publish,"Silla TORRE-4P-WRR, madera, polipropileno y cojín rojo*","FICHA TÉCNICA: -Silla de diseño multiusos. -Carcasa de polipropileno de color rojo -Asiento con cojín de similpiel rojo -Base de 4 patas de madera maciza de haya -Otros colores disponibles DIMENSIONES : Ancho:48,5 cms Fondo: 42 cms Altura: 82,5 cms. EMBALAJE: Plástico y cartón. UNIDADES: 4 VOLUMEN: 0,17 m3 ",,Sillas de madera y plástico,PRECIO destacado CON STOCK,4,25,,,rojo,,,,,,,,,"48,5 ",42,82,,Si,2 years,China,,,,SDM,https://www.gruposdm.com/886-large_default/silla-torre-4p-wrr-madera-polipropileno-y-cojin-rojo.jpg|https://www.gruposdm.com/886-medium_default/silla-torre-4p-wrr-madera-polipropileno-y-cojin-rojo.jpg|https://www.gruposdm.com/2439-medium_default/silla-torre-4p-wrr-madera-polipropileno-y-cojin-rojo.jpg|https://www.gruposdm.com/2586-medium_default/silla-torre-4p-wrr-madera-polipropileno-y-cojin-rojo.jpg
501.STOR4WGR,,,simple,publish,"Silla TORRE-4P-WGR, madera, polipropileno y cojín gris","FICHA TÉCNICA: -Silla de diseño multiusos. -Carcasa de polipropileno de color gris -Asiento con cojín de similpiel gris -Base de 4 patas de madera maciza de haya -Otros colores disponibles DIMENSIONES : Ancho:48,5 cms Fondo: 42 cms Altura: 82,5 cms. EMBALAJE: Plástico y cartón. UNIDADES: 4 VOLUMEN: 0,17 m3 ",,Sillas de madera y plástico,PRECIO destacado CON STOCK,4,25,,,gris,,,,,,,,,"48,5 ",42,82,,Si,2 years,China,,,,SDM,https://www.gruposdm.com/1870-large_default/silla-torre-4p-wgr-madera-polipropileno-y-cojin-gris.jpg|https://www.gruposdm.com/1870-medium_default/silla-torre-4p-wgr-madera-polipropileno-y-cojin-gris.jpg|https://www.gruposdm.com/2441-medium_default/silla-torre-4p-wgr-madera-polipropileno-y-cojin-gris.jpg|https://www.gruposdm.com/2587-medium_default/silla-torre-4p-wgr-madera-polipropileno-y-cojin-gris.jpg
589.SOTOR4WBL,,,simple,publish,"Sillón TORRE-4P-WBL, madera, polipropileno blanco*","FICHA TÉCNICA: -Sillón de diseño multiusos. -Asiento de carcasa de polipropileno de color blanco. -Base de 4 patas de madera maciza de haya. -Otros colores disponibles -Sobre pedido podemos suministrar en otros colores DIMENSIONES : Ancho: 64 cms Fondo: 47 cms Altura: 81 cms. EMBALAJE: Plástico y cartón. UNIDADES: 2 VOLUMEN: 0,17 m3 ",,Sillas de madera y plástico,CON STOCK,2,28.5,,,blanco,,,,,,,,,64,47,81,,Si,2 years,China,,,,SDM,https://www.gruposdm.com/1591-large_default/sillon-torre-4p-wbl-madera-polipropileno-blanco.jpg
589.SOTOR4WNE,,,simple,publish,"Sillón TORRE-4P-WNE, madera, polipropileno negro","FICHA TÉCNICA: -Sillón de diseño multiusos. -Asiento de carcasa de polipropileno de color negro. -Base de 4 patas de madera maciza de haya. -Otros colores disponibles -Sobre pedido podemos suministrar en otros colores DIMENSIONES : Ancho: 64 cms Fondo: 47 cms Altura: 81 cms. EMBALAJE: Plástico y cartón. UNIDADES: 2 VOLUMEN: 0,17 m3 ",,Sillas de madera y plástico,CON STOCK,2,28.5,,,negro,,,,,,,,,64,47,81,,Si,2 years,China,,,,SDM,https://www.gruposdm.com/1592-large_default/sillon-torre-4p-wne-madera-polipropileno-negro.jpg
589.STORWNAR,,,simple,publish,"Silla TORRE-WNAR, madera, naranja, cojin naranja","FICHA TÉCNICA: -Silla moderna, multiusos. -Carcasa de polipropileno de color naranja. -Asiento con cojín de similpiel de color naranja -Base de 4 patas de madera maciza de haya con varillas entrelazadas -Otros colores disponibles DIMENSIONES : Ancho: 48 cms Fondo: 54 cms Altura: 82 cms. EMBALAJE: Plástico y cartón. UNIDADES: 2 VOLUMEN: 0,130 m3 ",,Sillas de madera y plástico,PRECIO destacado CON STOCK,4,23,,,naranja,,,,,,,,,48,54,82,,Si,2 years,China,,,,SDM,https://www.gruposdm.com/1158-large_default/silla-torre-wnar-madera-naranja-cojin-naranja.jpg
501.STORWBB,,,simple,publish,"Silla TORRE NEW-WBB, madera, blanca, cojin blanco","FICHA TÉCNICA: -Silla moderna, multiusos. -Carcasa de polipropileno de color blanco. -Asiento con cojín de similpiel de color blanco -Base de 4 patas de madera maciza de haya con varillas entrelazadas -Otros colores disponibles DIMENSIONES : Ancho: 48 cms Fondo: 54 cms Altura: 82 cms. EMBALAJE: Plástico y cartón. UNIDADES: 4 VOLUMEN: 0,2 m3 ",,Sillas de madera y plástico,PRECIO destacado CON STOCK,4,23,,,blanco,,,,,,,,,48,54,82,,Si,2 years,China,,,,SDM,https://www.gruposdm.com/2561-large_default/silla-torre-new-wbb-madera-blanca-cojin-blanco.jpg|https://www.gruposdm.com/2561-medium_default/silla-torre-new-wbb-madera-blanca-cojin-blanco.jpg|https://www.gruposdm.com/2562-medium_default/silla-torre-new-wbb-madera-blanca-cojin-blanco.jpg|https://www.gruposdm.com/2563-medium_default/silla-torre-new-wbb-madera-blanca-cojin-blanco.jpg|https://www.gruposdm.com/2564-medium_default/silla-torre-new-wbb-madera-blanca-cojin-blanco.jpg|https://www.gruposdm.com/2565-medium_default/silla-torre-new-wbb-madera-blanca-cojin-blanco.jpg|https://www.gruposdm.com/2571-medium_default/silla-torre-new-wbb-madera-blanca-cojin-blanco.jpg
501.STORWNN,,,simple,publish,"Silla TORRE NEW-WNN, madera, negra, cojin negro","FICHA TÉCNICA: -Silla moderna, multiusos. -Carcasa de polipropileno de color negro. -Asiento con cojín de similpiel de color negro -Base de 4 patas de madera maciza de haya con varillas entrelazadas -Otros colores disponibles DIMENSIONES : Ancho: 48 cms Fondo: 54 cms Altura: 82 cms. EMBALAJE: Plástico y cartón. UNIDADES: 4 VOLUMEN: 0,2 m3 ",,Sillas de madera y plástico,PRECIO destacado CON STOCK,4,23,,,negro,,,,,,,,,48,54,82,,Si,2 years,China,,,,SDM,https://www.gruposdm.com/1872-large_default/silla-torre-new-wnn-madera-negra-cojin-negro.jpg
501.STORWRR,,,simple,publish,"Silla TORRE NEW-WRR, madera, roja, cojin rojo","FICHA TÉCNICA: -Silla moderna, multiusos. -Carcasa de polipropileno de color rojo. -Asiento con cojín de similpiel de color rojo -Base de 4 patas de madera maciza de haya con varillas entrelazadas -Otros colores disponibles DIMENSIONES : Ancho: 48 cms Fondo: 54 cms Altura: 82 cms. EMBALAJE: Plástico y cartón. UNIDADES: 4 VOLUMEN: 0,2 m3 ",,Sillas de madera y plástico,PRECIO destacado CON STOCK,4,23,,,rojo,,,,,,,,,48,54,82,,Si,2 years,China,,,,SDM,https://www.gruposdm.com/2566-large_default/silla-torre-new-wrr-madera-roja-cojin-rojo.jpg|https://www.gruposdm.com/2566-medium_default/silla-torre-new-wrr-madera-roja-cojin-rojo.jpg|https://www.gruposdm.com/2567-medium_default/silla-torre-new-wrr-madera-roja-cojin-rojo.jpg|https://www.gruposdm.com/2568-medium_default/silla-torre-new-wrr-madera-roja-cojin-rojo.jpg|https://www.gruposdm.com/2569-medium_default/silla-torre-new-wrr-madera-roja-cojin-rojo.jpg|https://www.gruposdm.com/2570-medium_default/silla-torre-new-wrr-madera-roja-cojin-rojo.jpg
501.STO4PWBB,,,simple,publish,"Silla TOW-4P-WBB, madera, blanca, cojín blanco*","FICHA TÉCNICA: -Silla de diseño multiusos. -Carcasa de polipropileno de color blanco. -Asiento con cojín de similpiel blanca -Base de 4 patas de madera maciza de haya -Otros colores disponibles DIMENSIONES : Ancho: 42 cms Fondo: 48,5 cms Altura: 82,5 cms. EMBALAJE: Plástico y cartón. UNIDADES: 4 VOLUMEN: 0,17 m3 ",,Sillas de madera y plástico,PRECIO destacado CON STOCK,4,25,,,blanco,,,,,,,,,42,48,82,,Si,2 years,China,,,,SDM,https://www.gruposdm.com/1279-large_default/silla-tow-4p-wbb-madera-blanca-cojin-blanco.jpg|https://www.gruposdm.com/1279-medium_default/silla-tow-4p-wbb-madera-blanca-cojin-blanco.jpg|https://www.gruposdm.com/2627-medium_default/silla-tow-4p-wbb-madera-blanca-cojin-blanco.jpg|https://www.gruposdm.com/2665-medium_default/silla-tow-4p-wbb-madera-blanca-cojin-blanco.jpg
501.STO4PWNN,,,simple,publish,"Silla TOW-4P-WNN, madera, negra, cojín negro*","FICHA TÉCNICA: -Silla de diseño multiusos. -Carcasa de polipropileno de color negro -Asiento con cojín de similpiel negro -Base de 4 patas de madera maciza de haya -Otros colores disponibles DIMENSIONES : Ancho: 42 cms Fondo: 48,5 cms Altura: 82,5 cms. EMBALAJE: Plástico y cartón. UNIDADES: 4 VOLUMEN: 0,17 m3 ",,Sillas de madera y plástico,PRECIO destacado CON STOCK,4,25,,,negro,,,,,,,,,42,48,82,,Si,2 years,China,,,,SDM,https://www.gruposdm.com/1280-large_default/silla-tow-4p-wnn-madera-negra-cojin-negro.jpg
501.STO4PWRR,,,simple,publish,"Silla TOW-4P-WRR, madera, roja, cojín rojo*","FICHA TÉCNICA: -Silla de diseño multiusos. -Carcasa de polipropileno de color rojo -Asiento con cojín de similpiel rojo -Base de 4 patas de madera maciza de haya -Otros colores disponibles DIMENSIONES : Ancho: 42 cms Fondo: 48,5 cms Altura: 82,5 cms. EMBALAJE: Plástico y cartón. UNIDADES: 4 VOLUMEN: 0,17 m3 ",,Sillas de madera y plástico,PRECIO destacado CON STOCK LIMITADO,4,25,,,rojo,,,,,,,,,42,48,82,,Si,2 years,China,,,,SDM,https://www.gruposdm.com/1281-large_default/silla-tow-4p-wrr-madera-roja-cojin-rojo.jpg
589.STOW4WTR,,,simple,publish,"Silla TOW-4P-WTR, madera, transparente, cojín blanco*","FICHA TÉCNICA: -Silla de diseño multiusos. -Carcasa de policarbonato con acabado transparente claro. -Asiento con cojín de similpiel blanca -Base de 4 patas de madera maciza de haya -Otros colores disponibles DIMENSIONES : Ancho: 58 cms Fondo: 59 cms Altura: 81 cms. EMBALAJE: Plástico y cartón. UNIDADES: 4 VOLUMEN: 0,175 m3 ",,Sillas de madera y plástico,CON STOCK,4,39.95,,,blanco,,,,,,,,,58,59,81,,Si,2 years,China,,,,SDM,https://www.gruposdm.com/1595-large_default/silla-tow-4p-wtr-madera-transparente-cojin-blanco.jpg
526.SCROSKBL,,,simple,publish,"Silla CROSCAT (K)-WBL, apilable, madera, polipropileno blanco","FICHA TÉCNICA: -Silla de diseño multiusos. Apilable -Asiento y respaldo de polipropileno de color blanco -Base de 4 patas de madera de haya -Otros colores disponibles -Mesas a juego DIMENSIONES : Ancho: 42 cms Fondo: 47 cms Altura: 76 cms. EMBALAJE: Plástico y cartón. UNIDADES: 6 VOLUMEN: 0,18 m3 ",,Sillas de madera y plástico,PRECIO destacado CON STOCK,6,25.5,,,blanco,,,,,,,,,42,47,76,,Si,2 years,China,,,,SDM,https://www.gruposdm.com/1579-large_default/silla-croscat-k-wbl-apilable-madera-polipropileno-blanco.jpg|https://www.gruposdm.com/1579-medium_default/silla-croscat-k-wbl-apilable-madera-polipropileno-blanco.jpg|https://www.gruposdm.com/1843-medium_default/silla-croscat-k-wbl-apilable-madera-polipropileno-blanco.jpg|https://www.gruposdm.com/1845-medium_default/silla-croscat-k-wbl-apilable-madera-polipropileno-blanco.jpg|https://www.gruposdm.com/1847-medium_default/silla-croscat-k-wbl-apilable-madera-polipropileno-blanco.jpg|https://www.gruposdm.com/2546-medium_default/silla-croscat-k-wbl-apilable-madera-polipropileno-blanco.jpg|https://www.gruposdm.com/2682-medium_default/silla-croscat-k-wbl-apilable-madera-polipropileno-blanco.jpg|https://www.gruposdm.com/2683-medium_default/silla-croscat-k-wbl-apilable-madera-polipropileno-blanco.jpg|https://www.gruposdm.com/2839-medium_default/silla-croscat-k-wbl-apilable-madera-polipropileno-blanco.jpg
526.SCROSKNE,,,simple,publish,"Silla CROSCAT (K)-WNE, apilable, madera, polipropileno negro","FICHA TÉCNICA: -Silla de diseño multiusos. Apilable -Asiento y respaldo de polipropileno de color negro -Base de 4 patas de madera de haya -Otros colores disponibles -Mesas a juego DIMENSIONES : Ancho: 42 cms Fondo: 47 cms Altura: 76 cms. EMBALAJE: Plástico y cartón. UNIDADES: 6 VOLUMEN: 0,18 m3 ",,Sillas de madera y plástico,PRECIO destacado CON STOCK,6,25.5,,,negro,,,,,,,,,42,47,76,,Si,2 years,China,,,,SDM,https://www.gruposdm.com/1615-large_default/silla-croscat-k-wne-apilable-madera-polipropileno-negro.jpg|https://www.gruposdm.com/1615-medium_default/silla-croscat-k-wne-apilable-madera-polipropileno-negro.jpg|https://www.gruposdm.com/1844-medium_default/silla-croscat-k-wne-apilable-madera-polipropileno-negro.jpg|https://www.gruposdm.com/1848-medium_default/silla-croscat-k-wne-apilable-madera-polipropileno-negro.jpg|https://www.gruposdm.com/1849-medium_default/silla-croscat-k-wne-apilable-madera-polipropileno-negro.jpg
526.SCROSKGG,,,simple,publish,"Silla CROSCAT (K)-WGG, apilable, madera, polipropileno gris grafito","FICHA TÉCNICA: -Silla de diseño multiusos. Apilable -Asiento y respaldo de polipropileno de color gris grafito -Base de 4 patas de madera de haya -Otros colores disponibles -Mesas a juego DIMENSIONES : Ancho: 42 cms Fondo: 47 cms Altura: 76 cms. EMBALAJE: Plástico y cartón. UNIDADES: 6 VOLUMEN: 0,18 m3 ",,Sillas de madera y plástico,PRECIO destacado CON STOCK,6,25.5,,,gris,,,,,,,,,42,47,76,,Si,2 years,China,,,,SDM,https://www.gruposdm.com/1570-large_default/silla-croscat-k-wgg-apilable-madera-polipropileno-gris-grafito.jpg|https://www.gruposdm.com/1570-medium_default/silla-croscat-k-wgg-apilable-madera-polipropileno-gris-grafito.jpg|https://www.gruposdm.com/1850-medium_default/silla-croscat-k-wgg-apilable-madera-polipropileno-gris-grafito.jpg|https://www.gruposdm.com/2680-medium_default/silla-croscat-k-wgg-apilable-madera-polipropileno-gris-grafito.jpg|https://www.gruposdm.com/2681-medium_default/silla-croscat-k-wgg-apilable-madera-polipropileno-gris-grafito.jpg|https://www.gruposdm.com/2865-medium_default/silla-croscat-k-wgg-apilable-madera-polipropileno-gris-grafito.jpg
526.SCROSKRO,,,simple,publish,"Silla CROSCAT (K)-WRO, apilable, madera, polipropileno rojo","FICHA TÉCNICA: -Silla de diseño multiusos. Apilable -Asiento y respaldo de polipropileno de color rojo -Base de 4 patas de madera de haya -Otros colores disponibles -Mesas a juego DIMENSIONES : Ancho: 42 cms Fondo: 47 cms Altura: 76 cms. EMBALAJE: Plástico y cartón. UNIDADES: 6 VOLUMEN: 0,18 m3 ",,Sillas de madera y plástico,PRECIO destacado CON STOCK,6,25.5,,,rojo,,,,,,,,,42,47,76,,Si,2 years,China,,,,SDM,https://www.gruposdm.com/1699-large_default/silla-croscat-k-wro-apilable-madera-polipropileno-rojo.jpg|https://www.gruposdm.com/1699-medium_default/silla-croscat-k-wro-apilable-madera-polipropileno-rojo.jpg|https://www.gruposdm.com/1851-medium_default/silla-croscat-k-wro-apilable-madera-polipropileno-rojo.jpg|https://www.gruposdm.com/1852-medium_default/silla-croscat-k-wro-apilable-madera-polipropileno-rojo.jpg
526.SCROSKAZ,,,simple,publish,"Silla CROSCAT (K)-WAZ, apilable, madera, polipropileno azul","FICHA TÉCNICA: -Silla de diseño multiusos. Apilable -Asiento y respaldo de polipropileno de color azul -Base de 4 patas de madera de haya -Otros colores disponibles -Mesas a juego DIMENSIONES : Ancho: 42 cms Fondo: 47 cms Altura: 76 cms. EMBALAJE: Plástico y cartón. UNIDADES: 6 VOLUMEN: 0,18 m3 ",,Sillas de madera y plástico,PRECIO destacado CON STOCK,6,25.5,,,azul,,,,,,,,,42,47,76,,Si,2 years,China,,,,SDM,https://www.gruposdm.com/1689-large_default/silla-croscat-k-waz-apilable-madera-polipropileno-azul.jpg|https://www.gruposdm.com/1689-medium_default/silla-croscat-k-waz-apilable-madera-polipropileno-azul.jpg|https://www.gruposdm.com/1853-medium_default/silla-croscat-k-waz-apilable-madera-polipropileno-azul.jpg|https://www.gruposdm.com/1854-medium_default/silla-croscat-k-waz-apilable-madera-polipropileno-azul.jpg
589.SOPETWBL,,,simple,publish,"Sillón PETER-WBL, madera, carcasa blanca","FICHA TÉCNICA: -Sillón de diseño multiusos. -Carcasa de polipropileno de color blanco. -Base de 4 patas de madera de haya - cónicas - con varillas metálicas de unión - . -Otros colores disponibles -Sobre pedido podemos suministrar en otros colores DIMENSIONES : Ancho: 55 cms Fondo: 51 cms Altura: 88 cms. EMBALAJE: Plástico y cartón. UNIDADES: 2 VOLUMEN: 0,182 m3 ",,Sillas de madera y plástico,CON STOCK,2,23.8,,,,,,,,,,,,55,51,88,,Si,2 years,China,,,,SDM,https://www.gruposdm.com/1262-large_default/sillon-peter-wbl-madera-carcasa-blanca.jpg
589.SOPETWNE,,,simple,publish,"Sillón PETER-WNE, madera, carcasa negra","FICHA TÉCNICA: -Sillón de diseño multiusos. -Carcasa de polipropileno de color negro -Base de 4 patas de madera de haya - cónicas - con varillas metálicas de unión - . -Otros colores disponibles -Sobre pedido podemos suministrar en otros colores DIMENSIONES : Ancho: 55 cms Fondo: 51 cms Altura: 88 cms. EMBALAJE: Plástico y cartón. UNIDADES: 2 VOLUMEN: 0,182 m3 ",,Sillas de madera y plástico,CON STOCK,2,23.8,,,negro,,,,,,,,,55,51,88,,Si,2 years,China,,,,SDM,https://www.gruposdm.com/1263-large_default/sillon-peter-wne-madera-carcasa-negra.jpg
589.SOCUBAWBL,,,simple,publish,"Sillón CUBA-WBL, madera, carcasa ABS blanca","FICHA TÉCNICA: -Sillón de diseño multiusos. -Carcasa de ABS de color blanco. -Base de 4 patas de madera de haya - cónicas - con varillas metálicas de unión - . -Otros colores disponibles -Sobre pedido podemos suministrar en otros colores DIMENSIONES : Ancho: 58 cms Fondo: 59 cms Altura: 81 cms. EMBALAJE: Plástico y cartón. UNIDADES: 4 VOLUMEN: 0,3 m3 ",,Sillas de madera y plástico,STOCK BAJO,4,24.5,,,,,,,,,,,,58,59,81,,Si,2 years,China,,,,SDM,https://www.gruposdm.com/1264-large_default/sillon-cuba-wbl-madera-carcasa-abs-blanca.jpg|https://www.gruposdm.com/1264-medium_default/sillon-cuba-wbl-madera-carcasa-abs-blanca.jpg|https://www.gruposdm.com/2448-medium_default/sillon-cuba-wbl-madera-carcasa-abs-blanca.jpg|https://www.gruposdm.com/2449-medium_default/sillon-cuba-wbl-madera-carcasa-abs-blanca.jpg
589.SOCUBAWRO,,,simple,publish,"Sillón CUBA-WRO, madera, carcasa ABS roja","FICHA TÉCNICA: -Sillón de diseño multiusos. -Carcasa de ABS de color rojo -Base de 4 patas de madera de haya - cónicas - con varillas metálicas de unión - . -Otros colores disponibles -Sobre pedido podemos suministrar en otros colores DIMENSIONES : Ancho: 58 cms Fondo: 59 cms Altura: 81 cms. EMBALAJE: Plástico y cartón. UNIDADES: 4 VOLUMEN: 0,3 m3 ",,Sillas de madera y plástico,CON STOCK,4,24.5,,,rojo,,,,,,,,,58,59,81,,Si,2 years,China,,,,SDM,https://www.gruposdm.com/1265-large_default/sillon-cuba-wro-madera-carcasa-abs-roja.jpg|https://www.gruposdm.com/1265-medium_default/sillon-cuba-wro-madera-carcasa-abs-roja.jpg|https://www.gruposdm.com/2447-medium_default/sillon-cuba-wro-madera-carcasa-abs-roja.jpg
501.SGARBL,,,simple,publish,"Silla GARDENIA-BL, madera, polipropileno blanco*","FICHA TÉCNICA: -Silla de diseño multiusos. -Carcasa de polipropileno de color blanco. -Base de 4 patas de madera maciza de haya -Otros colores disponibles DIMENSIONES : Ancho: 55,5 cms Fondo: 54,5 cms Altura: 75 cms. EMBALAJE: Plástico y cartón. UNIDADES: 4 VOLUMEN: 0,187 m3 ",,Sillas de madera y plástico,CON STOCK,4,25.6,,,blanco,,,,,,,,,55,54,75,,Si,2 years,China,,,,SDM,https://www.gruposdm.com/1496-large_default/silla-gardenia-bl-madera-polipropileno-blanco.jpg
501.SGARNE,,,simple,publish,"Silla GARDENIA-NE, madera, polipropileno negro*","FICHA TÉCNICA: -Silla de diseño multiusos. -Carcasa de polipropileno de color negro -Base de 4 patas de madera maciza de haya -Otros colores disponibles DIMENSIONES : Ancho: 55,5 cms Fondo: 54,5 cms Altura: 75 cms. EMBALAJE: Plástico y cartón. UNIDADES: 4 VOLUMEN: 0,187 m3 ",,Sillas de madera y plástico,CON STOCK,4,25.6,,,negro,,,,,,,,,55,54,75,,Si,2 years,China,,,,SDM,https://www.gruposdm.com/1497-large_default/silla-gardenia-ne-madera-polipropileno-negro.jpg
501.SBOSEBL,,,simple,publish,"Silla BOSÉ-BL, madera, polipropileno blanco*","FICHA TÉCNICA: -Silla de diseño multiusos. -Carcasa de polipropileno de color blanco. -Base de 4 patas de madera maciza de haya -Otros colores disponibles DIMENSIONES : Ancho: 64 cms Fondo: 49 cms Altura: 75,5 cms. EMBALAJE: Plástico y cartón. UNIDADES: 2 VOLUMEN: 0,215 m3 ",,Sillas de madera y plástico,CON STOCK,2,38,,,blanco,,,,,,,,,64,49,75,,Si,2 years,China,,,,SDM,https://www.gruposdm.com/1523-large_default/silla-bose-bl-madera-polipropileno-blanco.jpg|https://www.gruposdm.com/1523-medium_default/silla-bose-bl-madera-polipropileno-blanco.jpg|https://www.gruposdm.com/2442-medium_default/silla-bose-bl-madera-polipropileno-blanco.jpg|https://www.gruposdm.com/2689-medium_default/silla-bose-bl-madera-polipropileno-blanco.jpg|https://www.gruposdm.com/2693-medium_default/silla-bose-bl-madera-polipropileno-blanco.jpg
501.SBOSENE,,,simple,publish,"Silla BOSÉ-NE, madera, polipropileno negro*","FICHA TÉCNICA: -Silla de diseño multiusos. -Carcasa de polipropileno de color negro -Base de 4 patas de madera maciza de haya -Otros colores disponibles DIMENSIONES : Ancho: 64 cms Fondo: 49 cms Altura: 75,5 cms. EMBALAJE: Plástico y cartón. UNIDADES: 2 VOLUMEN: 0,215 m3 ",,Sillas de madera y plástico,CON STOCK,2,38,,,negro,,,,,,,,,64,49,75,,Si,2 years,China,,,,SDM,https://www.gruposdm.com/1524-large_default/silla-bose-ne-madera-polipropileno-negro.jpg|https://www.gruposdm.com/1524-medium_default/silla-bose-ne-madera-polipropileno-negro.jpg|https://www.gruposdm.com/2443-medium_default/silla-bose-ne-madera-polipropileno-negro.jpg
526.SJADEBL,,,simple,publish,"Silla JADE-BL, madera, polipropileno blanco","FICHA TÉCNICA: -Silla de diseño multiusos. -Asiento y respaldo de polipropileno de color blanco. -Base de 4 patas de madera de haya -Otros colores disponibles -Mesas a juego DIMENSIONES : Ancho: 46 cms Fondo: 44 cms Altura: 75 cms. EMBALAJE: Plástico y cartón. UNIDADES: 4 VOLUMEN: 0,212 m3 ",,Sillas de madera y plástico,CON STOCK,4,32,,,blanco,,,,,,,,,46,44,75,,Si,2 years,China,,,,SDM,https://www.gruposdm.com/1571-large_default/silla-jade-bl-madera-polipropileno-blanco.jpg|https://www.gruposdm.com/1571-medium_default/silla-jade-bl-madera-polipropileno-blanco.jpg|https://www.gruposdm.com/2554-medium_default/silla-jade-bl-madera-polipropileno-blanco.jpg|https://www.gruposdm.com/2844-medium_default/silla-jade-bl-madera-polipropileno-blanco.jpg
526.SDANESABL,,,simple,publish,"Silla DANESA-BL, madera, polipropileno blanco","FICHA TÉCNICA: -Silla de diseño multiusos. -Asiento y respaldo de polipropileno de color blanco. -Base de 4 patas de madera de haya -Otros colores disponibles -Mesas a juego DIMENSIONES : Ancho: 42,6 cms Fondo: 42 cms Altura: 82 cms. EMBALAJE: Plástico y cartón. UNIDADES: 4 VOLUMEN: 0,188 m3 ",,Sillas de madera y plástico,CON STOCK,4,28.9,,,blanco,,,,,,,,,42,42,82,,Si,2 years,China,,,,SDM,https://www.gruposdm.com/1572-large_default/silla-danesa-bl-madera-polipropileno-blanco.jpg
526.SDANESANE,,,simple,publish,"Silla DANESA-NE, madera, polipropileno negro","FICHA TÉCNICA: -Silla de diseño multiusos. -Asiento y respaldo de polipropileno de color negro -Base de 4 patas de madera de haya -Otros colores disponibles -Mesas a juego DIMENSIONES : Ancho: 42,6 cms Fondo: 42 cms Altura: 82 cms. EMBALAJE: Plástico y cartón. UNIDADES: 4 VOLUMEN: 0,188 m3 ",,Sillas de madera y plástico,CON STOCK,4,28.9,,,negro,,,,,,,,,42,42,82,,Si,2 years,China,,,,SDM,https://www.gruposdm.com/1573-large_default/silla-danesa-ne-madera-polipropileno-negro.jpg
526.SDANESAGC,,,simple,publish,"Silla DANESA-GC, madera, polipropileno gris claro","FICHA TÉCNICA: -Silla de diseño multiusos. -Asiento y respaldo de polipropileno de color gris claro -Base de 4 patas de madera de haya -Otros colores disponibles -Mesas a juego DIMENSIONES : Ancho: 42,6 cms Fondo: 42 cms Altura: 82 cms. EMBALAJE: Plástico y cartón. UNIDADES: 4 VOLUMEN: 0,188 m3 ",,Sillas de madera y plástico,CON STOCK,4,28.9,,,gris,,,,,,,,,42,42,82,,Si,2 years,China,,,,SDM,https://www.gruposdm.com/1574-large_default/silla-danesa-gc-madera-polipropileno-gris-claro.jpg
589.SATENE,,,simple,publish,"Silla ATENEA-NE, apilable, madera, polipropileno negro","FICHA TÉCNICA: -Silla de diseño multiusos. Apilable -Asiento y respaldo de polipropileno de color negro. -Base de 4 patas de madera de haya -Otros colores disponibles -Mesas a juego DIMENSIONES : Ancho: 48 cms Fondo: 47 cms Altura: 82,5 cms. EMBALAJE: Plástico y cartón. UNIDADES: 4 VOLUMEN: 0,108 m3 ",,Sillas de madera y plástico,ULTIMAS UNIDADES,4,22.75,,,negro,,,,,,,,,48,47,82,,Si,2 years,China,,,,SDM,https://www.gruposdm.com/518-large_default/silla-atenea-ne-apilable-madera-polipropileno-negro.jpg
